accountNo, accountType, issuerAccount, amount
00302006,2,00100006,1200000
00302007,2,00100007,1110000
00302008,2,00100008,1110000
00302009,2,00100009,930000
00302010,2,00100010,1110000
00302011,2,00100011,1110000
00302012,2,00100012,1200000
00302013,2,00100013,1200000
00302014,2,00100014,1200000
00302015,2,00100015,1110000
00302016,2,00100016,1110000
00302017,2,00100017,1200000
00302018,2,00100018,1110000
00302019,2,00100019,1110000
00302020,2,00100020,930000
00302021,2,00100021,1200000
00302022,2,00100022,1110000
00302023,2,00100023,930000
00302024,2,00100024,1110000
00302025,2,00100025,1020000
00302026,2,00100026,1110000
00302027,2,00100027,1110000
00302028,2,00100028,1110000
00302029,2,00100029,1200000
00302030,2,00100030,1020000
00302031,2,00100031,1020000
00302032,2,00100032,1110000
00302033,2,00100033,1200000
00302034,2,00100034,1020000
00302035,2,00100035,1110000
00302036,2,00100036,1200000
00302037,2,00100037,1020000
00302038,2,00100038,1200000
00302039,2,00100039,1020000
00302040,2,00100040,1110000
00302041,2,00100041,1110000
00302042,2,00100042,1200000
00302043,2,00100043,1200000
00302044,2,00100044,1200000
00302045,2,00100045,1110000
00302046,2,00100046,1110000
00302047,2,00100047,1020000
00302048,2,00100048,1110000
00302049,2,00100049,1020000
00302050,2,00100050,1200000
00302051,2,00100051,1110000
00302052,2,00100052,1110000
00302053,2,00100053,1200000
00302054,2,00100054,1110000
00302055,2,00100055,1200000
00302056,2,00100056,750000
00302057,2,00100057,1110000
00302058,2,00100058,1200000
00302059,2,00100059,1020000
00302060,2,00100060,930000
00302061,2,00100061,1200000
00302062,2,00100062,1200000
00302063,2,00100063,1200000
00302064,2,00100064,1200000
00302065,2,00100065,1200000
00302066,2,00100066,1020000
00302067,2,00100067,840000
00302068,2,00100068,1110000
00302069,2,00100069,1110000
00302070,2,00100070,930000
00302071,2,00100071,1200000
00302072,2,00100072,1020000
00302073,2,00100073,1200000
00302074,2,00100074,1110000
00302075,2,00100075,930000
00302076,2,00100076,1020000
00302077,2,00100077,930000
00302078,2,00100078,930000
00302079,2,00100079,1110000
00302080,2,00100080,1200000
00302081,2,00100001,1200000
00302082,2,00100002,1110000
00302083,2,00100003,1110000
00302084,2,00100004,1110000
00302085,2,00100005,1200000
00302086,2,00100006,1200000
00302087,2,00100007,1200000
00302088,2,00100008,1110000
00302089,2,00100009,1110000
00302090,2,00100010,1110000
00302091,2,00100011,1200000
00302092,2,00100012,1110000
00302093,2,00100013,1200000
00302094,2,00100014,1110000
00302095,2,00100015,1020000
00302096,2,00100016,1200000
00302097,2,00100017,1110000
00302098,2,00100018,1110000
00302099,2,00100019,1110000
00302100,2,00100020,1200000
00302101,2,00100021,1200000
00302102,2,00100022,1020000
00302103,2,00100023,1200000
00302104,2,00100024,1110000
00302105,2,00100025,930000
00302106,2,00100026,1200000
00302107,2,00100027,1200000
00302108,2,00100028,1110000
00302109,2,00100029,1020000
00302110,2,00100030,1020000
00302111,2,00100031,1200000
00302112,2,00100032,1200000
00302113,2,00100033,1110000
00302114,2,00100034,1200000
00302115,2,00100035,1110000
00302116,2,00100036,1200000
00302117,2,00100037,1020000
00302118,2,00100038,1110000
00302119,2,00100039,1200000
00302120,2,00100040,1200000
00302121,2,00100041,1110000
00302122,2,00100042,1020000
00302123,2,00100043,1110000
00302124,2,00100044,1020000
00302125,2,00100045,1200000
00302126,2,00100046,1020000
00302127,2,00100047,1020000
00302128,2,00100048,1110000
00302129,2,00100049,930000
00302130,2,00100050,1110000
00302131,2,00100051,1200000
00302132,2,00100052,1200000
00302133,2,00100053,1110000
00302134,2,00100054,1110000
00302135,2,00100055,1200000
00302136,2,00100056,1200000
00302137,2,00100057,1200000
00302138,2,00100058,1020000
00302139,2,00100059,1200000
00302140,2,00100060,1200000
00302141,2,00100061,1020000
00302142,2,00100062,1110000
00302143,2,00100063,1020000
00302144,2,00100064,1200000
00302145,2,00100065,1020000
00302146,2,00100066,1200000
00302147,2,00100067,930000
00302148,2,00100068,1200000
00302149,2,00100069,1110000
00302150,2,00100070,1110000
00302151,2,00100071,930000
00302152,2,00100072,1200000
00302153,2,00100073,1110000
00302154,2,00100074,1200000
00302155,2,00100075,1200000
00302156,2,00100076,1020000
00302157,2,00100077,1200000
00302158,2,00100078,1200000
00302159,2,00100079,1110000
00302160,2,00100080,930000
00302161,2,00100001,1020000
00302162,2,00100002,1200000
00302163,2,00100003,1200000
00302164,2,00100004,1200000
00302165,2,00100005,930000
00302166,2,00100006,1200000
00302167,2,00100007,1110000
00302168,2,00100008,1200000
00302169,2,00100009,1020000
00302170,2,00100010,1200000
00302171,2,00100011,1200000
00302172,2,00100012,840000
00302173,2,00100013,1200000
00302174,2,00100014,1020000
00302175,2,00100015,930000
00302176,2,00100016,1110000
00302177,2,00100017,1200000
00302178,2,00100018,1110000
00302179,2,00100019,1200000
00302180,2,00100020,1200000
00302181,2,00100021,1200000
00302182,2,00100022,1200000
00302183,2,00100023,1200000
00302184,2,00100024,1200000
00302185,2,00100025,1020000
00302186,2,00100026,1110000
00302187,2,00100027,1110000
00302188,2,00100028,1110000
00302189,2,00100029,1110000
00302190,2,00100030,1200000
00302191,2,00100031,1020000
00302192,2,00100032,930000
00302193,2,00100033,1200000
00302194,2,00100034,1110000
00302195,2,00100035,1110000
00302196,2,00100036,1110000
00302197,2,00100037,1020000
00302198,2,00100038,1110000
00302199,2,00100039,1020000
00302200,2,00100040,1020000
00302201,2,00100041,1110000
00302202,2,00100042,1110000
00302203,2,00100043,930000
00302204,2,00100044,1200000
00302205,2,00100045,1020000
00302206,2,00100046,1200000
00302207,2,00100047,1200000
00302208,2,00100048,1200000
00302209,2,00100049,930000
00302210,2,00100050,1200000
00302211,2,00100051,1020000
00302212,2,00100052,1020000
00302213,2,00100053,1020000
00302214,2,00100054,1110000
00302215,2,00100055,1200000
00302216,2,00100056,1110000
00302217,2,00100057,1020000
00302218,2,00100058,1200000
00302219,2,00100059,1200000
00302220,2,00100060,1110000
00302221,2,00100061,1200000
00302222,2,00100062,1200000
00302223,2,00100063,1200000
00302224,2,00100064,1110000
00302225,2,00100065,1200000
00302226,2,00100066,1020000
00302227,2,00100067,1200000
00302228,2,00100068,1110000
00302229,2,00100069,1200000
00302230,2,00100070,930000
00302231,2,00100071,1200000
00302232,2,00100072,930000
00302233,2,00100073,1200000
00302234,2,00100074,1020000
00302235,2,00100075,1020000
00302236,2,00100076,1020000
00302237,2,00100077,1200000
00302238,2,00100078,1200000
00302239,2,00100079,1200000
00302240,2,00100080,1020000
00302241,2,00100001,1020000
00302242,2,00100002,1200000
00302243,2,00100003,1110000
00302244,2,00100004,1200000
00302245,2,00100005,1110000
00302246,2,00100006,1200000
00302247,2,00100007,1110000
00302248,2,00100008,1110000
00302249,2,00100009,1200000
00302250,2,00100010,1020000
00302251,2,00100011,1200000
00302252,2,00100012,1200000
00302253,2,00100013,1200000
00302254,2,00100014,1200000
00302255,2,00100015,1110000
00302256,2,00100016,1110000
00302257,2,00100017,1200000
00302258,2,00100018,1110000
00302259,2,00100019,1110000
00302260,2,00100020,1110000
00302261,2,00100021,1200000
00302262,2,00100022,1200000
00302263,2,00100023,1020000
00302264,2,00100024,1110000
00302265,2,00100025,1110000
00302266,2,00100026,1020000
00302267,2,00100027,1110000
00302268,2,00100028,1020000
00302269,2,00100029,1110000
00302270,2,00100030,1110000
00302271,2,00100031,1200000
00302272,2,00100032,1110000
00302273,2,00100033,1110000
00302274,2,00100034,1020000
00302275,2,00100035,1020000
00302276,2,00100036,1110000
00302277,2,00100037,1020000
00302278,2,00100038,1200000
00302279,2,00100039,1200000
00302280,2,00100040,1200000
00302281,2,00100041,1200000
00302282,2,00100042,1110000
00302283,2,00100043,1020000
00302284,2,00100044,1110000
00302285,2,00100045,1200000
00302286,2,00100046,1110000
00302287,2,00100047,1110000
00302288,2,00100048,1020000
00302289,2,00100049,1110000
00302290,2,00100050,1110000
00302291,2,00100051,1110000
00302292,2,00100052,1110000
00302293,2,00100053,1110000
00302294,2,00100054,1200000
00302295,2,00100055,1110000
00302296,2,00100056,1200000
00302297,2,00100057,1200000
00302298,2,00100058,1110000
00302299,2,00100059,1200000
00302300,2,00100060,1110000
00302301,2,00100061,1110000
00302302,2,00100062,1110000
00302303,2,00100063,1200000
00302304,2,00100064,1200000
00302305,2,00100065,930000
00302306,2,00100066,1110000
00302307,2,00100067,1110000
00302308,2,00100068,1020000
00302309,2,00100069,1200000
00302310,2,00100070,1020000
00302311,2,00100071,1110000
00302312,2,00100072,1200000
00302313,2,00100073,1200000
00302314,2,00100074,930000
00302315,2,00100075,1110000
00302316,2,00100076,1200000
00302317,2,00100077,1200000
00302318,2,00100078,1110000
00302319,2,00100079,930000
00302320,2,00100080,1110000
00302321,2,00100001,1200000
00302322,2,00100002,1110000
00302323,2,00100003,930000
00302324,2,00100004,1110000
00302325,2,00100005,1020000
00302326,2,00100006,1020000
00302327,2,00100007,1200000
00302328,2,00100008,1200000
00302329,2,00100009,1200000
00302330,2,00100010,1200000
00302331,2,00100011,1200000
00302332,2,00100012,1110000
00302333,2,00100013,1110000
00302334,2,00100014,1110000
00302335,2,00100015,1110000
00302336,2,00100016,1200000
00302337,2,00100017,1200000
00302338,2,00100018,1110000
00302339,2,00100019,1110000
00302340,2,00100020,1020000
00302341,2,00100021,1020000
00302342,2,00100022,1200000
00302343,2,00100023,1110000
00302344,2,00100024,1110000
00302345,2,00100025,1020000
00302346,2,00100026,1200000
00302347,2,00100027,1110000
00302348,2,00100028,1110000
00302349,2,00100029,1200000
00302350,2,00100030,1200000
00302351,2,00100031,1200000
00302352,2,00100032,1110000
00302353,2,00100033,1200000
00302354,2,00100034,1200000
00302355,2,00100035,1200000
00302356,2,00100036,1110000
00302357,2,00100037,1200000
00302358,2,00100038,1020000
00302359,2,00100039,1110000
00302360,2,00100040,1200000
00302361,2,00100041,1200000
00302362,2,00100042,1200000
00302363,2,00100043,1200000
00302364,2,00100044,1110000
00302365,2,00100045,1110000
00302366,2,00100046,840000
00302367,2,00100047,1020000
00302368,2,00100048,1110000
00302369,2,00100049,1110000
00302370,2,00100050,1200000
00302371,2,00100051,1200000
00302372,2,00100052,1020000
00302373,2,00100053,1110000
00302374,2,00100054,1200000
00302375,2,00100055,1200000
00302376,2,00100056,1200000
00302377,2,00100057,1200000
00302378,2,00100058,750000
00302379,2,00100059,1200000
00302380,2,00100060,1110000
00302381,2,00100061,1200000
00302382,2,00100062,1020000
00302383,2,00100063,1110000
00302384,2,00100064,1110000
00302385,2,00100065,1110000
00302386,2,00100066,1110000
00302387,2,00100067,1200000
00302388,2,00100068,1200000
00302389,2,00100069,1200000
00302390,2,00100070,1110000
00302391,2,00100071,1110000
00302392,2,00100072,1020000
00302393,2,00100073,1200000
00302394,2,00100074,1200000
00302395,2,00100075,1110000
00302396,2,00100076,1110000
00302397,2,00100077,1200000
00302398,2,00100078,1110000
00302399,2,00100079,1200000
00302400,2,00100080,1200000
00302401,2,00100001,1020000
00302402,2,00100002,1020000
00302403,2,00100003,1110000
00302404,2,00100004,1200000
00302405,2,00100005,1200000
00302406,2,00100006,1110000
00302407,2,00100007,1110000
00302408,2,00100008,1200000
00302409,2,00100009,1110000
00302410,2,00100010,1200000
00302411,2,00100011,1200000
00302412,2,00100012,1110000
00302413,2,00100013,1200000
00302414,2,00100014,1110000
00302415,2,00100015,1110000
00302416,2,00100016,1200000
00302417,2,00100017,1200000
00302418,2,00100018,1110000
00302419,2,00100019,1110000
00302420,2,00100020,1200000
00302421,2,00100021,1110000
00302422,2,00100022,1200000
00302423,2,00100023,1110000
00302424,2,00100024,1200000
00302425,2,00100025,1110000
00302426,2,00100026,1200000
00302427,2,00100027,1200000
00302428,2,00100028,1200000
00302429,2,00100029,1110000
00302430,2,00100030,1200000
00302431,2,00100031,1200000
00302432,2,00100032,1200000
00302433,2,00100033,1200000
00302434,2,00100034,1200000
00302435,2,00100035,1110000
00302436,2,00100036,1020000
00302437,2,00100037,1020000
00302438,2,00100038,1110000
00302439,2,00100039,1200000
00302440,2,00100040,1020000
00302441,2,00100041,840000
00302442,2,00100042,1200000
00302443,2,00100043,1110000
00302444,2,00100044,1110000
00302445,2,00100045,1200000
00302446,2,00100046,1110000
00302447,2,00100047,1110000
00302448,2,00100048,1200000
00302449,2,00100049,1110000
00302450,2,00100050,1110000
00302451,2,00100051,1110000
00302452,2,00100052,1020000
00302453,2,00100053,1200000
00302454,2,00100054,1110000
00302455,2,00100055,1020000
00302456,2,00100056,1110000
00302457,2,00100057,1020000
00302458,2,00100058,1200000
00302459,2,00100059,1200000
00302460,2,00100060,1020000
00302461,2,00100061,1200000
00302462,2,00100062,1020000
00302463,2,00100063,1200000
00302464,2,00100064,1110000
00302465,2,00100065,1020000
00302466,2,00100066,1200000
00302467,2,00100067,1020000
00302468,2,00100068,1110000
00302469,2,00100069,1020000
00302470,2,00100070,1200000
00302471,2,00100071,1200000
00302472,2,00100072,930000
00302473,2,00100073,1020000
00302474,2,00100074,930000
00302475,2,00100075,1200000
00302476,2,00100076,1020000
00302477,2,00100077,930000
00302478,2,00100078,1200000
00302479,2,00100079,1200000
00302480,2,00100080,1110000
00302481,2,00100001,1200000
00302482,2,00100002,1200000
00302483,2,00100003,1110000
00302484,2,00100004,1200000
00302485,2,00100005,1110000
00302486,2,00100006,1200000
00302487,2,00100007,1200000
00302488,2,00100008,1110000
00302489,2,00100009,1200000
00302490,2,00100010,1110000
00302491,2,00100011,1110000
00302492,2,00100012,1110000
00302493,2,00100013,1200000
00302494,2,00100014,1110000
00302495,2,00100015,1110000
00302496,2,00100016,1110000
00302497,2,00100017,1110000
00302498,2,00100018,1020000
00302499,2,00100019,1020000
00302500,2,00100020,1200000
00302501,2,00100021,1110000
00302502,2,00100022,1200000
00302503,2,00100023,1110000
00302504,2,00100024,1110000
00302505,2,00100025,1110000
00302506,2,00100026,1020000
00302507,2,00100027,1200000
00302508,2,00100028,1020000
00302509,2,00100029,1200000
00302510,2,00100030,1200000
00302511,2,00100031,1200000
00302512,2,00100032,1110000
00302513,2,00100033,1200000
00302514,2,00100034,1200000
00302515,2,00100035,1110000
00302516,2,00100036,1200000
00302517,2,00100037,1110000
00302518,2,00100038,1200000
00302519,2,00100039,1110000
00302520,2,00100040,1020000
00302521,2,00100041,1110000
00302522,2,00100042,1110000
00302523,2,00100043,1200000
00302524,2,00100044,1200000
00302525,2,00100045,1200000
00302526,2,00100046,1200000
00302527,2,00100047,1200000
00302528,2,00100048,1200000
00302529,2,00100049,1110000
00302530,2,00100050,1200000
00302531,2,00100051,1110000
00302532,2,00100052,1110000
00302533,2,00100053,1200000
00302534,2,00100054,1110000
00302535,2,00100055,1110000
00302536,2,00100056,1200000
00302537,2,00100057,1200000
00302538,2,00100058,1200000
00302539,2,00100059,1200000
00302540,2,00100060,1110000
00302541,2,00100061,930000
00302542,2,00100062,1200000
00302543,2,00100063,840000
00302544,2,00100064,1200000
00302545,2,00100065,1110000
00302546,2,00100066,1110000
00302547,2,00100067,1110000
00302548,2,00100068,930000
00302549,2,00100069,1200000
00302550,2,00100070,1020000
00302551,2,00100071,1200000
00302552,2,00100072,1020000
00302553,2,00100073,1020000
00302554,2,00100074,1110000
00302555,2,00100075,840000
00302556,2,00100076,1200000
00302557,2,00100077,1200000
00302558,2,00100078,1200000
00302559,2,00100079,1020000
00302560,2,00100080,1200000
00302561,2,00100001,1200000
00302562,2,00100002,1200000
00302563,2,00100003,1020000
00302564,2,00100004,1110000
00302565,2,00100005,1110000
00302566,2,00100006,1110000
00302567,2,00100007,930000
00302568,2,00100008,1200000
00302569,2,00100009,1110000
00302570,2,00100010,1110000
00302571,2,00100011,1200000
00302572,2,00100012,1200000
00302573,2,00100013,1200000
00302574,2,00100014,1110000
00302575,2,00100015,1110000
00302576,2,00100016,1110000
00302577,2,00100017,1200000
00302578,2,00100018,1200000
00302579,2,00100019,1110000
00302580,2,00100020,1110000
00302581,2,00100021,1110000
00302582,2,00100022,1200000
00302583,2,00100023,1020000
00302584,2,00100024,1110000
00302585,2,00100025,1200000
00302586,2,00100026,1110000
00302587,2,00100027,1020000
00302588,2,00100028,1110000
00302589,2,00100029,1110000
00302590,2,00100030,1200000
00302591,2,00100031,1200000
00302592,2,00100032,1200000
00302593,2,00100033,1110000
00302594,2,00100034,1110000
00302595,2,00100035,1110000
00302596,2,00100036,1110000
00302597,2,00100037,1200000
00302598,2,00100038,1110000
00302599,2,00100039,1110000
00302600,2,00100040,1110000
00302601,2,00100041,1200000
00302602,2,00100042,1110000
00302603,2,00100043,1110000
00302604,2,00100044,1200000
00302605,2,00100045,1110000
00302606,2,00100046,1110000
00302607,2,00100047,1110000
00302608,2,00100048,1200000
00302609,2,00100049,1110000
00302610,2,00100050,1110000
00302611,2,00100051,1200000
00302612,2,00100052,1020000
00302613,2,00100053,1110000
00302614,2,00100054,1200000
00302615,2,00100055,1200000
00302616,2,00100056,1020000
00302617,2,00100057,1200000
00302618,2,00100058,1200000
00302619,2,00100059,1200000
00302620,2,00100060,1110000
00302621,2,00100061,1020000
00302622,2,00100062,930000
00302623,2,00100063,1020000
00302624,2,00100064,1200000
00302625,2,00100065,1020000
00302626,2,00100066,1110000
00302627,2,00100067,1200000
00302628,2,00100068,930000
00302629,2,00100069,1200000
00302630,2,00100070,1110000
00302631,2,00100071,1200000
00302632,2,00100072,1200000
00302633,2,00100073,1200000
00302634,2,00100074,1110000
00302635,2,00100075,1200000
00302636,2,00100076,1020000
00302637,2,00100077,1200000
00302638,2,00100078,1020000
00302639,2,00100079,1110000
00302640,2,00100080,1200000
00302641,2,00100001,1200000
00302642,2,00100002,1200000
00302643,2,00100003,1110000
00302644,2,00100004,1110000
00302645,2,00100005,930000
00302646,2,00100006,1020000
00302647,2,00100007,1110000
00302648,2,00100008,1020000
00302649,2,00100009,1110000
00302650,2,00100010,1200000
00302651,2,00100011,1020000
00302652,2,00100012,1200000
00302653,2,00100013,1200000
00302654,2,00100014,1200000
00302655,2,00100015,1200000
00302656,2,00100016,1200000
00302657,2,00100017,1020000
00302658,2,00100018,1200000
00302659,2,00100019,1200000
00302660,2,00100020,1200000
00302661,2,00100021,1110000
00302662,2,00100022,1110000
00302663,2,00100023,1020000
00302664,2,00100024,1200000
00302665,2,00100025,1020000
00302666,2,00100026,1200000
00302667,2,00100027,1110000
00302668,2,00100028,1200000
00302669,2,00100029,1200000
00302670,2,00100030,1200000
00302671,2,00100031,1200000
00302672,2,00100032,1020000
00302673,2,00100033,930000
00302674,2,00100034,1110000
00302675,2,00100035,1110000
00302676,2,00100036,1200000
00302677,2,00100037,1200000
00302678,2,00100038,1020000
00302679,2,00100039,1110000
00302680,2,00100040,1110000
00302681,2,00100041,1200000
00302682,2,00100042,1200000
00302683,2,00100043,1110000
00302684,2,00100044,1110000
00302685,2,00100045,1110000
00302686,2,00100046,1200000
00302687,2,00100047,1110000
00302688,2,00100048,1200000
00302689,2,00100049,1110000
00302690,2,00100050,1020000
00302691,2,00100051,1020000
00302692,2,00100052,1110000
00302693,2,00100053,1200000
00302694,2,00100054,1110000
00302695,2,00100055,1200000
00302696,2,00100056,1200000
00302697,2,00100057,1200000
00302698,2,00100058,1110000
00302699,2,00100059,1200000
00302700,2,00100060,1200000
00302701,2,00100061,1110000
00302702,2,00100062,1200000
00302703,2,00100063,1110000
00302704,2,00100064,1200000
00302705,2,00100065,1020000
00302706,2,00100066,1200000
00302707,2,00100067,1200000
00302708,2,00100068,1110000
00302709,2,00100069,1200000
00302710,2,00100070,1200000
00302711,2,00100071,1200000
00302712,2,00100072,1110000
00302713,2,00100073,1200000
00302714,2,00100074,1020000
00302715,2,00100075,1110000
00302716,2,00100076,1110000
00302717,2,00100077,1110000
00302718,2,00100078,1200000
00302719,2,00100079,1200000
00302720,2,00100080,1110000
00302721,2,00100001,1200000
00302722,2,00100002,1110000
00302723,2,00100003,1200000
00302724,2,00100004,1200000
00302725,2,00100005,1110000
00302726,2,00100006,1110000
00302727,2,00100007,1200000
00302728,2,00100008,1200000
00302729,2,00100009,1200000
00302730,2,00100010,1110000
00302731,2,00100011,1020000
00302732,2,00100012,1200000
00302733,2,00100013,1200000
00302734,2,00100014,1200000
00302735,2,00100015,1110000
00302736,2,00100016,930000
00302737,2,00100017,1200000
00302738,2,00100018,1200000
00302739,2,00100019,1200000
00302740,2,00100020,1110000
00302741,2,00100021,1110000
00302742,2,00100022,1200000
00302743,2,00100023,1200000
00302744,2,00100024,1200000
00302745,2,00100025,1110000
00302746,2,00100026,1200000
00302747,2,00100027,1200000
00302748,2,00100028,1110000
00302749,2,00100029,1200000
00302750,2,00100030,1020000
00302751,2,00100031,1200000
00302752,2,00100032,1020000
00302753,2,00100033,1200000
00302754,2,00100034,1200000
00302755,2,00100035,1110000
00302756,2,00100036,1200000
00302757,2,00100037,1200000
00302758,2,00100038,1200000
00302759,2,00100039,1200000
00302760,2,00100040,840000
00302761,2,00100041,1110000
00302762,2,00100042,1200000
00302763,2,00100043,930000
00302764,2,00100044,1200000
00302765,2,00100045,1200000
00302766,2,00100046,1020000
00302767,2,00100047,1200000
00302768,2,00100048,1200000
00302769,2,00100049,1020000
00302770,2,00100050,1110000
00302771,2,00100051,1200000
00302772,2,00100052,1200000
00302773,2,00100053,1110000
00302774,2,00100054,930000
00302775,2,00100055,1200000
00302776,2,00100056,1020000
00302777,2,00100057,1200000
00302778,2,00100058,1020000
00302779,2,00100059,1020000
00302780,2,00100060,1200000
00302781,2,00100061,1020000
00302782,2,00100062,1200000
00302783,2,00100063,1110000
00302784,2,00100064,1200000
00302785,2,00100065,1110000
00302786,2,00100066,1110000
00302787,2,00100067,1110000
00302788,2,00100068,1110000
00302789,2,00100069,1200000
00302790,2,00100070,1110000
00302791,2,00100071,840000
00302792,2,00100072,1110000
00302793,2,00100073,1200000
00302794,2,00100074,1110000
00302795,2,00100075,1110000
00302796,2,00100076,1020000
00302797,2,00100077,1200000
00302798,2,00100078,1200000
00302799,2,00100079,1200000
00302800,2,00100080,1200000
00302801,2,00100001,1110000
00302802,2,00100002,1110000
00302803,2,00100003,1200000
00302804,2,00100004,1200000
00302805,2,00100005,1020000
00302806,2,00100006,1200000
00302807,2,00100007,1110000
00302808,2,00100008,1020000
00302809,2,00100009,1110000
00302810,2,00100010,1200000
00302811,2,00100011,1020000
00302812,2,00100012,1110000
00302813,2,00100013,1110000
00302814,2,00100014,1200000
00302815,2,00100015,1020000
00302816,2,00100016,1020000
00302817,2,00100017,1110000
00302818,2,00100018,1110000
00302819,2,00100019,1200000
00302820,2,00100020,1110000
00302821,2,00100021,1200000
00302822,2,00100022,930000
00302823,2,00100023,1110000
00302824,2,00100024,1200000
00302825,2,00100025,930000
00302826,2,00100026,1200000
00302827,2,00100027,1020000
00302828,2,00100028,1200000
00302829,2,00100029,1020000
00302830,2,00100030,1200000
00302831,2,00100031,1200000
00302832,2,00100032,1200000
00302833,2,00100033,930000
00302834,2,00100034,1200000
00302835,2,00100035,1200000
00302836,2,00100036,1110000
00302837,2,00100037,1200000
00302838,2,00100038,1200000
00302839,2,00100039,930000
00302840,2,00100040,1110000
00302841,2,00100041,1020000
00302842,2,00100042,1200000
00302843,2,00100043,1200000
00302844,2,00100044,1200000
00302845,2,00100045,1110000
00302846,2,00100046,930000
00302847,2,00100047,1020000
00302848,2,00100048,1200000
00302849,2,00100049,1020000
00302850,2,00100050,1020000
00302851,2,00100051,1110000
00302852,2,00100052,1110000
00302853,2,00100053,1200000
00302854,2,00100054,1110000
00302855,2,00100055,1200000
00302856,2,00100056,1200000
00302857,2,00100057,1200000
00302858,2,00100058,1110000
00302859,2,00100059,1110000
00302860,2,00100060,1200000
00302861,2,00100061,1020000
00302862,2,00100062,1110000
00302863,2,00100063,1200000
00302864,2,00100064,1110000
00302865,2,00100065,1200000
00302866,2,00100066,1200000
00302867,2,00100067,1110000
00302868,2,00100068,1020000
00302869,2,00100069,1110000
00302870,2,00100070,1200000
00302871,2,00100071,1110000
00302872,2,00100072,1200000
00302873,2,00100073,1110000
00302874,2,00100074,1200000
00302875,2,00100075,1200000
00302876,2,00100076,1200000
00302877,2,00100077,930000
00302878,2,00100078,1200000
00302879,2,00100079,1200000
00302880,2,00100080,1200000
00302881,2,00100001,1020000
00302882,2,00100002,1020000
00302883,2,00100003,1200000
00302884,2,00100004,1200000
00302885,2,00100005,1200000
00302886,2,00100006,1200000
00302887,2,00100007,840000
00302888,2,00100008,1020000
00302889,2,00100009,1200000
00302890,2,00100010,1110000
00302891,2,00100011,1200000
00302892,2,00100012,1110000
00302893,2,00100013,1200000
00302894,2,00100014,1110000
00302895,2,00100015,1110000
00302896,2,00100016,1110000
00302897,2,00100017,1110000
00302898,2,00100018,1020000
00302899,2,00100019,1110000
00302900,2,00100020,1110000
00302901,2,00100021,1200000
00302902,2,00100022,1200000
00302903,2,00100023,1110000
00302904,2,00100024,1110000
00302905,2,00100025,1110000
00302906,2,00100026,1200000
00302907,2,00100027,1110000
00302908,2,00100028,1110000
00302909,2,00100029,930000
00302910,2,00100030,1200000
00302911,2,00100031,1110000
00302912,2,00100032,1200000
00302913,2,00100033,1110000
00302914,2,00100034,1020000
00302915,2,00100035,1110000
00302916,2,00100036,1200000
00302917,2,00100037,1200000
00302918,2,00100038,1200000
00302919,2,00100039,1110000
00302920,2,00100040,1110000
00302921,2,00100041,1110000
00302922,2,00100042,1110000
00302923,2,00100043,1110000
00302924,2,00100044,1110000
00302925,2,00100045,1110000
00302926,2,00100046,1020000
00302927,2,00100047,1110000
00302928,2,00100048,1200000
00302929,2,00100049,1110000
00302930,2,00100050,1110000
00302931,2,00100051,1200000
00302932,2,00100052,1200000
00302933,2,00100053,1110000
00302934,2,00100054,1020000
00302935,2,00100055,1110000
00302936,2,00100056,1200000
00302937,2,00100057,1110000
00302938,2,00100058,1110000
00302939,2,00100059,1110000
00302940,2,00100060,1110000
00302941,2,00100061,1110000
00302942,2,00100062,1110000
00302943,2,00100063,1110000
00302944,2,00100064,1110000
00302945,2,00100065,930000
00302946,2,00100066,1200000
00302947,2,00100067,1200000
00302948,2,00100068,930000
00302949,2,00100069,1200000
00302950,2,00100070,1200000
00302951,2,00100071,1200000
00302952,2,00100072,1020000
00302953,2,00100073,1110000
00302954,2,00100074,1020000
00302955,2,00100075,1110000
00302956,2,00100076,1110000
00302957,2,00100077,1200000
00302958,2,00100078,1110000
00302959,2,00100079,1020000
00302960,2,00100080,1200000
00302961,2,00100001,1110000
00302962,2,00100002,1020000
00302963,2,00100003,1020000
00302964,2,00100004,930000
00302965,2,00100005,1110000
00302966,2,00100006,1200000
00302967,2,00100007,1200000
00302968,2,00100008,1200000
00302969,2,00100009,1200000
00302970,2,00100010,1110000
00302971,2,00100011,1110000
00302972,2,00100012,1110000
00302973,2,00100013,1200000
00302974,2,00100014,1200000
00302975,2,00100015,1200000
00302976,2,00100016,1020000
00302977,2,00100017,1020000
00302978,2,00100018,1200000
00302979,2,00100019,1110000
00302980,2,00100020,1200000
00302981,2,00100021,1200000
00302982,2,00100022,1110000
00302983,2,00100023,1020000
00302984,2,00100024,1200000
00302985,2,00100025,1200000
00302986,2,00100026,930000
00302987,2,00100027,1020000
00302988,2,00100028,1020000
00302989,2,00100029,1110000
00302990,2,00100030,1020000
00302991,2,00100031,1110000
00302992,2,00100032,1110000
00302993,2,00100033,1020000
00302994,2,00100034,1020000
00302995,2,00100035,1110000
00302996,2,00100036,1200000
00302997,2,00100037,930000
00302998,2,00100038,1200000
00302999,2,00100039,1110000
00303000,2,00100040,1020000
00303001,2,00100041,1200000
00303002,2,00100042,1110000
00303003,2,00100043,1020000
00303004,2,00100044,1200000
00303005,2,00100045,1020000
00303006,2,00100046,930000
00303007,2,00100047,1110000
00303008,2,00100048,930000
